t,p
162.0,1.1574385563879888
163.0,1.1769587968518949
164.0,1.1974093509190362
165.0,1.2176753913106293
166.0,1.2368565179137228
167.0,1.254188510682815
168.0,1.2686838559685576
169.0,1.278474151632974
170.0,1.280182573501085
171.0,1.269455985097087
172.0,1.2436708132002046
173.0,1.2045774272169656
174.0,1.1573119068493596
175.0,1.1073175023114006
176.0,1.0585583648168644
177.0,1.013286277618792
178.0,0.9723529279724937
179.0,0.9355679042796795
180.0,0.9020192812218176
181.0,0.8703938679558969
182.0,0.8392989732901994
183.0,0.8075647485652394
184.0,0.7744636941702048
185.0,0.7397968746179917
186.0,0.7038231176304549
187.0,0.6670935055215657
188.0,0.6302692767974688
189.0,0.5939937116323232
190.0,0.5588515971931437
191.0,0.5254223799118878
192.0,0.4944211420836252
193.0,0.4669017936556606
194.0,0.4444633488631987
195.0,0.4293638193758498
196.0,0.4244253294449872
197.0,0.43255222697088724
198.0,0.455753160689687
199.0,0.49405000816814526
200.0,0.5451371144970464
201.0,0.6051669991575225
202.0,0.6700037681863323
203.0,0.7360787443908999
204.0,0.8006042791804041
205.0,0.861409499154962
206.0,0.9167265025339563
207.0,0.9651094753416388
208.0,1.005490564130984
209.0,1.037271001332787
210.0,1.0603404083888042
211.0,1.0750086553175382
212.0,1.081892379131362
213.0,1.081807177047194
214.0,1.0757005037019862
215.0,1.0646463255244907
216.0,1.0498940880577394
217.0,1.0329566281742975
218.0,1.0156972274245517
219.0,1.0003615183160515
220.0,0.9894634554024409
221.0,0.9854694454478587
222.0,0.9903414007341877
223.0,1.0050991112868013
224.0,1.0294562258535813
225.0,1.0613947934827317
226.0,1.0966248335261668
227.0,1.1285644405763695
228.0,1.1499748070951674
229.0,1.156032948119296
230.0,1.146275386898197
231.0,1.1237660817478858
232.0,1.0929628631228712
233.0,1.0581477002649786
234.0,1.022831876493665
235.0,0.9897286925415597
236.0,0.9609099324792555
237.0,0.9379452926833339
238.0,0.9219467542903618
239.0,0.9134929322254166
240.0,0.9124602381013197
241.0,0.9178685142097737
242.0,0.9278258389856774
243.0,0.9396807987045195
244.0,0.9502648896184227
245.0,0.9561293731530022
246.0,0.9538844957068828
247.0,0.9409606503297547
248.0,0.9167932846546918
249.0,0.883540818573697
250.0,0.8454165574595862
251.0,0.8071887731234879
252.0,0.7731540777030158
253.0,0.7469034466452312
254.0,0.7313415797423316
255.0,0.7284780686746029
256.0,0.7389385510270894
257.0,0.7615802513064187
258.0,0.7936615370599548
259.0,0.8316177559751559
260.0,0.8719640726140576
261.0,0.9118454636779998
262.0,0.9491323231098812
263.0,0.9822659972278126
264.0,1.010132655532054
265.0,1.0321444346942257
266.0,1.0485254580844796
267.0,1.060588234818426
268.0,1.0708341472064762
269.0,1.0825773202542897
270.0,1.098909716232072
271.0,1.121124657973889
272.0,1.1477327372857948
273.0,1.1753474540869449
274.0,1.2007494041724562
275.0,1.2222819097012583
276.0,1.2399910749914926
277.0,1.2550704516244469
278.0,1.2691290513732318
279.0,1.283426110498559
280.0,1.2981361480015008
281.0,1.311889012808401
282.0,1.3218342930413038
283.0,1.324529757820397
284.0,1.3173254069129128
285.0,1.2994449652540494
286.0,1.272106835972146
287.0,1.237837354862846
288.0,1.199507958304841
289.0,1.159534831499714
290.0,1.119349742415171
291.0,1.0791292748063805
292.0,1.0379188902776446
293.0,0.9942824933566801
294.0,0.9473689149505019
295.0,0.8975944951998213
296.0,0.8463536569585105
297.0,0.7952517436082898
298.0,0.7455524025645784
299.0,0.6980079901274607
300.0,0.6529141499963507
301.0,0.6102621305930542
302.0,0.5699315905912979
303.0,0.5318743293447437
304.0,0.49623361006814465
305.0,0.46337158228895065
306.0,0.43383910682333776
307.0,0.4083495886901015
308.0,0.3877900604124114
309.0,0.3732498582594528
310.0,0.3660121986343321
311.0,0.36746191188212857
312.0,0.3789265498171755
313.0,0.4015544457577374
314.0,0.4363006692696152
315.0,0.4838042304463794
316.0,0.5436614602118659
317.0,0.6131661533630125
318.0,0.6869374915633376
319.0,0.7585329877228364
320.0,0.8227293109864847
321.0,0.8765727577106232
322.0,0.9190858248672191
323.0,0.9505115119317032
324.0,0.971691384568844
325.0,0.9837054117468982
326.0,0.9877073467949424
327.0,0.9848743440192048
328.0,0.9763994549647221
329.0,0.963502832815916
330.0,0.9474499555545609
331.0,0.9295777834738026
332.0,0.9113251697493919
333.0,0.8942505252430376
334.0,0.8800251204803358
335.0,0.8703962107187423
336.0,0.86714174661998
337.0,0.8720142221205579
338.0,0.8865878858783397
339.0,0.9118090374352754
340.0,0.947107692756973
341.0,0.9892920451376105
342.0,1.0322366826781824
343.0,1.0687790044809462
344.0,1.094093330449507
345.0,1.107410517503066
346.0,1.1110311361043765
347.0,1.1084877693188895
348.0,1.1033016191414464
349.0,1.0984495666181933
350.0,1.0962018284099109
351.0,1.0980778681769519
352.0,1.1048219486967448
353.0,1.116410693732654
354.0,1.1321404785908347
355.0,1.1508202733714301
356.0,1.1710544130815397
357.0,1.1915059206474479
358.0,1.2110289058994905
359.0,1.2285849424145523
360.0,1.242901552334454
361.0,1.2518994706711069
362.0,1.2522247851495918
363.0,1.2398634207651764
364.0,1.2126677073066505
365.0,1.1727153525361704
366.0,1.1252779912483226
367.0,1.0758688441493884
368.0,1.0285376310846892
369.0,0.9856532656379119
370.0,0.948180667000943
371.0,0.915975856564342
372.0,0.8880538552907593
373.0,0.8628707850108325
374.0,0.8386578431356327
375.0,0.813775765435334
376.0,0.7870265390324265
377.0,0.7578421667970848
378.0,0.7262846433922711
379.0,0.6928844756231114
380.0,0.6584129640980443
381.0,0.6237014374917119
382.0,0.5895614583420457
383.0,0.5568207902023757
384.0,0.5264655366070063
385.0,0.4998668858027616
386.0,0.47902235419380723
387.0,0.4666665548421228
388.0,0.4660322830493343
389.0,0.4800184037911084
390.0,0.5098455585236709
391.0,0.5540560005100065
392.0,0.6088744227634373
393.0,0.6697136030723929
394.0,0.7325788588347036
395.0,0.794632637848701
396.0,0.8540639821956622
397.0,0.9096874453764271
398.0,0.9605618549172572
399.0,1.0057747782481994
400.0,1.044433962150469
401.0,1.0758026591281447
402.0,1.0994573613088765
403.0,1.1153591837483632
404.0,1.123828481613646
405.0,1.1254758346714597
406.0,1.1211418845459513
407.0,1.111880548800993
408.0,1.0990079384567093
409.0,1.08418870804025
410.0,1.069517424349555
411.0,1.057492058370627
412.0,1.0507731346366809
413.0,1.0517033777488718
414.0,1.0617394411530467
415.0,1.080979676235514
416.0,1.1077703771618668
417.0,1.1383210137939397
418.0,1.1666790030399363
419.0,1.1858609284735264
420.0,1.1903094677415815
421.0,1.1781160181360377
422.0,1.1511827381900843
423.0,1.1135800769881448
424.0,1.0697624518372912
425.0,1.023578030266706
426.0,0.9780130921380342
427.0,0.935294704735564
428.0,0.8970816475538118
429.0,0.8646167130361898
430.0,0.8387851512438362
431.0,0.8200524279957433
432.0,0.8082875256314876
433.0,0.8025303028667112
434.0,0.8008551064740298
435.0,0.8004617623973761
436.0,0.7980554047255032
437.0,0.7904727659483592
438.0,0.7755049645617069
439.0,0.7527043606326499
440.0,0.7236559038569612
441.0,0.6914124512427324
442.0,0.6595559061504211
443.0,0.6316095283624868
444.0,0.6109777419955319
445.0,0.6010521945741605
446.0,0.6049912188371666
447.0,0.6248622877520732
448.0,0.6604217591143853
449.0,0.7085699037458132
450.0,0.7642838265573025
451.0,0.8224370161921996
452.0,0.8791770654364054
453.0,0.9323046226839548
454.0,0.9809617907898271
455.0,1.0251091090938425
456.0,1.065060793451853
457.0,1.101208179120087
458.0,1.133909962921519
459.0,1.1634462862282982
460.0,1.1898797572644906
461.0,1.2128336836606197
462.0,1.2314481823352386
463.0,1.244761809422918
464.0,1.2522833107932658
465.0,1.2543292748445387
466.0,1.25204245468622
467.0,1.2472712229510796
468.0,1.2424033549424829
469.0,1.2400985889806078
470.0,1.2427742050135535
471.0,1.251782945831441
472.0,1.2664018838639008
473.0,1.2830619435116846
474.0,1.2956519346438173
475.0,1.2975781800161332
476.0,1.2845743879035172
477.0,1.2560244568600518
478.0,1.2141531242105095
479.0,1.1624325477075355
480.0,1.1043663291531496
481.0,1.0429175563525541
482.0,0.9803833565337037
483.0,0.9184965288981348
484.0,0.8585868478128088
485.0,0.8016946067400236
486.0,0.7486117645202639
487.0,0.6998916688778396
488.0,0.6558490460117955
489.0,0.6165446506387615
490.0,0.5817408558601771
491.0,0.5508361822878888
492.0,0.5228636789141518
493.0,0.496654219156066
494.0,0.47119192282907213
495.0,0.44601433016250774
496.0,0.421405927699176
497.0,0.39828026433053465
498.0,0.3779647433844999
499.0,0.36214286029718934
500.0,0.35303847224935037
501.0,0.35372503462622173
502.0,0.36823129975285723
503.0,0.4007817083538405
504.0,0.45350701460968285
505.0,0.5235684970874837
506.0,0.6029367434634776
507.0,0.6820479701572512
508.0,0.7537348400733536
509.0,0.8143991111007454
510.0,0.8631639043934657
511.0,0.9006644404516887
512.0,0.9281870706343162
513.0,0.9471688239492017
514.0,0.9589257550778602
515.0,0.9645168329373024
516.0,0.9647229963372234
517.0,0.9601211933922459
518.0,0.9512265586162747
519.0,0.9386286842339495
520.0,0.9230812449922958
521.0,0.9055533328133135
522.0,0.887291890348036
523.0,0.8699258899381582
524.0,0.8556102411742443
525.0,0.8471016688909455
526.0,0.8475371602706642
527.0,0.8596752758449908
528.0,0.8847486419863928
529.0,0.9214601221663931
530.0,0.9655787356201514
531.0,1.010661470659211
532.0,1.0503168622278936
533.0,1.0806648531125354
534.0,1.1010374243419427
535.0,1.1129742395924518
536.0,1.1189272174125884
537.0,1.12142188940616
538.0,1.1227087796172779
539.0,1.124664981963752
540.0,1.1287612821282458
541.0,1.1360092350268496
542.0,1.1468876370290941
543.0,1.1612917437347614
544.0,1.1785728388422414
545.0,1.1976809750126447
546.0,1.217410313151565
547.0,1.236647356519539
548.0,1.254480478521862
549.0,1.2699738057565455
550.0,1.2814834975617295
551.0,1.2858270244095926
552.0,1.278496633692525
553.0,1.2561912462962328
554.0,1.2197290389173567
555.0,1.1735593364760695
556.0,1.122892480606703
557.0,1.0717958291217429
558.0,1.0228272632840623
559.0,0.9772931948657003
560.0,0.9355752878119119
561.0,0.897380276393824
562.0,0.8619450915719739
563.0,0.8282379401148152
564.0,0.7951787129948722
565.0,0.7618662456362237
566.0,0.7277580052040737
567.0,0.6927415882993344
568.0,0.6570768261040952
569.0,0.6212532361526417
570.0,0.5858348731135308
571.0,0.5513674521204678
572.0,0.5183878630932862
573.0,0.4875426665225724
574.0,0.4597781206562599
575.0,0.4365315833914487
576.0,0.419852097797396
577.0,0.4124033619540258
578.0,0.41721541778862586
579.0,0.43694660185670164
580.0,0.4726981087591133
581.0,0.523076681402741
582.0,0.5843709407432421
583.0,0.6517864319418879
584.0,0.7207783208981056
585.0,0.7877515467032659
586.0,0.8501252965938
587.0,0.9061101695546507
588.0,0.954486309578681
589.0,0.9944861862694735
590.0,1.0257622647833184
591.0,1.048360481327925
592.0,1.0626620829983013
593.0,1.0692986077207292
594.0,1.0690662093786862
595.0,1.062869909888844
596.0,1.051720268047389
597.0,1.0367803053101146
598.0,1.019446290156397
599.0,1.0014381715748795
600.0,0.9848649065050388
601.0,0.9721900855328992
602.0,0.9660109393690418
603.0,0.9686239445699016
604.0,0.981497169196266
605.0,1.0047751834130427
606.0,1.0367746363007153
607.0,1.0734112104285716
608.0,1.1081315254721726
609.0,1.1335057639573942
610.0,1.144316733045828
611.0,1.1396212390549523
612.0,1.122070752906962
613.0,1.095883629251827
614.0,1.0652630612758065
615.0,1.033743048218283
616.0,1.0041060295235607
617.0,0.9785037285657344
618.0,0.9585784371205021
619.0,0.9454995670254148
620.0,0.9398905853417042
621.0,0.9416794119648868
622.0,0.9499503835786687
623.0,0.9629268918941309
624.0,0.9781146193805776
625.0,0.992519131186221
626.0,1.002786433209068
627.0,1.005345900125556
628.0,0.9969888576820095
629.0,0.976199786825231
630.0,0.9444428230675704
631.0,0.9058880194614597
632.0,0.8656915351962585
633.0,0.8285352055920205
634.0,0.7981810230090166
635.0,0.7775077187642249
636.0,0.7684429280612044
637.0,0.7716629536323827
638.0,0.7863223825654241
639.0,0.810161198851327
640.0,0.8400642479570978
641.0,0.8727706057200687
642.0,0.9053623674103572
643.0,0.9354180643361723
644.0,0.9609749690850952
645.0,0.9805363190237313
646.0,0.9932652875125573
647.0,0.9993038389692712
648.0,1.0000400946164947
649.0,0.9981740696578697
650.0,0.9975424591090075
651.0,1.0024953784789128
652.0,1.0165016488558267
653.0,1.0402848282713677
654.0,1.0711467130195909
655.0,1.104599123578399
656.0,1.1368157842671631
657.0,1.1658688721614483
658.0,1.1915654920494143
659.0,1.214666736946331
660.0,1.2360199112913488
661.0,1.2558348516012676
662.0,1.2732533341775767
663.0,1.286418601901691
664.0,1.2931266328027144
665.0,1.291803651721848
666.0,1.282295455562611
667.0,1.2659860706007302
668.0,1.2453495012436573
669.0,1.22319600422142
670.0,1.2019467778039385
671.0,1.1830487260203266
672.0,1.1665551013460465
673.0,1.1509250811103575
674.0,1.133204312326393
675.0,1.1098342693406447
676.0,1.0781801194978493
677.0,1.0378783464132704
678.0,0.990723240319559
679.0,0.939375142672159
680.0,0.8862273430720262
681.0,0.8329806144103499
682.0,0.7807008641004729
683.0,0.7300549046813406
684.0,0.6815459325117853
685.0,0.6356691614629344
686.0,0.5929678757495557
687.0,0.5540229048757721
688.0,0.5194190015984775
689.0,0.48970857905331255
690.0,0.46535563284490455
691.0,0.4466384141188271
692.0,0.4335345774816902
693.0,0.4256772906888878
694.0,0.42246883469288593
695.0,0.42341843282609964
696.0,0.4286149045622643
697.0,0.43918723931587084
698.0,0.45752975661423156
699.0,0.48693278467300416
700.0,0.530238183551879
701.0,0.5877029412194037
702.0,0.6555600730784554
703.0,0.7270219087077756
704.0,0.7951044490916183
705.0,0.854820318167417
706.0,0.9036492121382734
707.0,0.9409708384019515
708.0,0.96732689627909
709.0,0.9838770968766671
710.0,0.9920696443884943
711.0,0.9934620668640868
712.0,0.9896263380492096
713.0,0.9820856114525774
714.0,0.972257277162844
715.0,0.9613911887483647
716.0,0.9505256671858736
717.0,0.9404904743428074
718.0,0.9319916437091854
719.0,0.9257786308801331
720.0,0.9228656317747109
721.0,0.9247149888702918
722.0,0.9332348813886374
723.0,0.9503697862749776
724.0,0.9771699997146657
725.0,1.0124885924925708
726.0,1.0519235195303343
727.0,1.0884425265431115
728.0,1.1155174645827506
729.0,1.1303364460992789
730.0,1.1340864128813914
731.0,1.130076274944839
732.0,1.1219711792839426
733.0,1.112911054811416
734.0,1.1052377883396265
735.0,1.1004776563670073
736.0,1.0994096627817334
737.0,1.1021790244571845
738.0,1.1084473964870925
739.0,1.1175613686133012
740.0,1.1287009013077183
741.0,1.1409652328821993
742.0,1.1533747731902328
743.0,1.1647806013168576
744.0,1.173667203349361
745.0,1.1778736160139494
746.0,1.1743924734410545
747.0,1.1598333101307856
748.0,1.1321661151430702
749.0,1.0927346890727565
750.0,1.0459999383909966
751.0,0.9971614073994898
752.0,0.9503292906310542
753.0,0.908099412315189
754.0,0.8717557415752886
755.0,0.8415341771411333
756.0,0.8168538218927422
757.0,0.796547210898807
758.0,0.779129415447816
759.0,0.7630753492256342
760.0,0.7470542818670458
761.0,0.7300842867331538
762.0,0.7115966820226723
763.0,0.6914208088773428
764.0,0.6697295938081802
765.0,0.6469748050451744
766.0,0.6238580097139941
767.0,0.601359312371864
768.0,0.5808677111409024
769.0,0.5644202016133837
770.0,0.5549667592708346
771.0,0.5563320639709196
772.0,0.5723359750677931
773.0,0.6049153044705025
774.0,0.6524136388336257
775.0,0.709912000990148
776.0,0.7715243453622673
777.0,0.8325321490744432
778.0,0.8900803491671149
779.0,0.9428361851979252
780.0,0.9903813688118289
781.0,1.0327170848094722
782.0,1.0699658699587558
783.0,1.1022228396278517
784.0,1.1295063696048193
785.0,1.1517737540951498
786.0,1.1689743506393067
787.0,1.1811163249176981
788.0,1.188330296618219
789.0,1.190923779177987
790.0,1.1894369063959427
791.0,1.184715744064798
792.0,1.1780282839561367
793.0,1.1711857335056302
794.0,1.1665647578651426
795.0,1.166819233612318
796.0,1.1741454111367187
797.0,1.189226177884426
798.0,1.21020910375205
799.0,1.232249448636471
800.0,1.2483947726110802
801.0,1.2521251374154043
802.0,1.2400121466679657
803.0,1.2124353338238878
804.0,1.172333015839989
805.0,1.1235298944528789
806.0,1.069639807779412
807.0,1.0136255975263255
808.0,0.957744883706712
809.0,0.903651642266582
810.0,0.8525331853187756
811.0,0.8052315857127627
812.0,0.7623323502778189
813.0,0.7242074496527567
814.0,0.691000910824454
815.0,0.6625393272584914
816.0,0.6381893456178006
817.0,0.6167260180527274
818.0,0.5964128103487548
819.0,0.575425182263861
820.0,0.5525339261165676
821.0,0.527650661538537
822.0,0.5018500202614
823.0,0.47693572784953636
824.0,0.4550230973963328
825.0,0.4384594686857436
826.0,0.43002514022944743
827.0,0.4331217842132825
828.0,0.4514866626301493
829.0,0.4879130459749099
830.0,0.5421303856445259
831.0,0.6095589887017537
832.0,0.6827392084427076
833.0,0.754415591302632
834.0,0.8196408116057067
835.0,0.876041279622961
836.0,0.9231160295022434
837.0,0.9614207998242662
838.0,0.9919662065915288
839.0,1.0158053236380973
840.0,1.0337758195017637
841.0,1.0463745095966148
842.0,1.0537874610803981
843.0,1.0560685673861268
844.0,1.053373206625982
845.0,1.046132049410345
846.0,1.0351244999152125
847.0,1.02148678263536
848.0,1.0067396556427224
849.0,0.9928487585332959
850.0,0.9822833687539231
851.0,0.9779170364999793
852.0,0.9825730127008012
853.0,0.998158642511309
854.0,1.0245960477912261
855.0,1.0589271886653768
856.0,1.0951573531394143
857.0,1.1258851534802297
858.0,1.1453673724191555
859.0,1.1515152603966219
860.0,1.145437030833653
861.0,1.1298315290879648
862.0,1.1077200739260404
863.0,1.0818806175524243
864.0,1.0547294588589562
865.0,1.0283643388531851
866.0,1.004609360582789
867.0,0.9850100471725832
868.0,0.9707735881849102
869.0,0.9626628822610006
870.0,0.9608465404700228
871.0,0.964754568566958
872.0,0.972972980539138
873.0,0.9832410327878635
874.0,0.9925289734029503
875.0,0.9971800199117747
876.0,0.9933208406120575
877.0,0.9780113793746996
878.0,0.9509480978954014
879.0,0.9150455089611705
880.0,0.8749577635912855
881.0,0.8351839293705057
882.0,0.7992614359663011
883.0,0.7698190895882984
884.0,0.7488057219383158
885.0,0.7375676235420306
886.0,0.7367284204750792
887.0,0.7459879063307505
888.0,0.7640221689126359
889.0,0.7886509490995837
890.0,0.8172300680794952
891.0,0.8470834934467125
892.0,0.8757996972061461
893.0,0.901377342806301
894.0,0.9223310236244884
895.0,0.9378823782071936
896.0,0.9482466030944403
897.0,0.9548995771433324
898.0,0.9606799350900885
899.0,0.9694782770742235
900.0,0.9851462226901819
901.0,1.0096149056185197
902.0,1.041512526338031
903.0,1.0769153767545627
904.0,1.111638271631332
905.0,1.1429579645836185
906.0,1.169957672279496
907.0,1.193059015624242
908.0,1.2133891015331115
909.0,1.232208032288603
910.0,1.2504326843891844
911.0,1.2682596240205721
912.0,1.285007420833996
913.0,1.299248805982691
914.0,1.3093057147098883
915.0,1.3139397830569235
916.0,1.3128995183856684
917.0,1.3070139897060555
918.0,1.2977980094450086
919.0,1.2867855440784604
920.0,1.2748434703667753
921.0,1.2616389056382609
922.0,1.245402759626293
923.0,1.2232300058649563
924.0,1.1922522352986364
925.0,1.151340596670372
926.0,1.1018299561308902
927.0,1.0465831530745133
928.0,0.9885763745193263
929.0,0.9301098027595092
930.0,0.8726643925570532
931.0,0.8170579164653115
932.0,0.7636799901419383
933.0,0.7127129716324184
934.0,0.664302012400112
935.0,0.6186447233831341
936.0,0.5760051669902952
937.0,0.5366744360763605
938.0,0.5009166008205939
939.0,0.4689195445260443
940.0,0.44076141359039783
941.0,0.4163999274790498
942.0,0.39570503138881835
943.0,0.378562307721602
944.0,0.3650658736017562
945.0,0.3557844260639126
946.0,0.35209829425126044
947.0,0.3564928166852738
948.0,0.37258534951452216
949.0,0.4044132428637054
950.0,0.4544777899365096
951.0,0.5211731218375322
952.0,0.5980871662775781
953.0,0.6765902787792781
954.0,0.749340324530624
955.0,0.8119014472874686
956.0,0.8624619998350462
957.0,0.9009189338188255
958.0,0.928093291655484
959.0,0.9452399605909544
960.0,0.953773746188163
961.0,0.9551251610257816
962.0,0.9506628658085841
963.0,0.9416506962881493
964.0,0.9292239713924484
965.0,0.9143893533208352
966.0,0.8980539287962194
967.0,0.8810981565023349
968.0,0.8645013198251881
969.0,0.8495144213419161
970.0,0.8378571539298054
971.0,0.8318320969238187
972.0,0.834176936563618
973.0,0.8474455886611783
974.0,0.8729916628493651
975.0,0.9099452006571788
976.0,0.9545598614844512
977.0,1.0005633259505704
978.0,1.0412842027679736
979.0,1.0725076252255883
980.0,1.0936057333932212
981.0,1.1065306437322948
982.0,1.1142437032918113
983.0,1.1196500455180582
984.0,1.1251122946268994
985.0,1.1322951801701977
986.0,1.1421585345469065
987.0,1.155020806679024
988.0,1.1706619866354815
989.0,1.1884653641194391
990.0,1.2075748480130988
991.0,1.227062778735736
992.0,1.2460854047026133
993.0,1.263994826277643
994.0,1.280331691098012
995.0,1.2945564636922289
996.0,1.3053938707583033
997.0,1.3099696780577539
998.0,1.3037710825966735
999.0,1.2829421147602007
1000.0,1.2475965629276053
1001.0,1.201920562772566
1002.0,1.1512274060810694
1003.0,1.0996958823447367
1004.0,1.0498335992221597
1005.0,1.00274463475524
1006.0,0.9585305377655452
1007.0,0.9166741997103734
1008.0,0.8763614843566945
1009.0,0.8367648021146129
1010.0,0.7972576336271442
1011.0,0.7575290333557795
1012.0,0.7175982922539599
1013.0,0.6777394187396163
1014.0,0.6383669278458911
1015.0,0.5999256879200303
1016.0,0.5628133928508966
1017.0,0.5273583742381628
1018.0,0.4938632341798439
1019.0,0.46272251671633174
1020.0,0.43459661058864335
1021.0,0.4105890614925545
1022.0,0.3923684619102764
1023.0,0.3822007263582062
1024.0,0.3828200893513048
1025.0,0.3969540941128767
1026.0,0.42642203494364067
1027.0,0.47116360909789223
1028.0,0.5288802246647557
1029.0,0.5955827482386518
1030.0,0.6666088835990172
1031.0,0.7374994434351819
1032.0,0.8044934343966301
1033.0,0.8647363260501956
1034.0,0.9163319770474722
1035.0,0.9582871581803395
1036.0,0.9903703418847171
1037.0,1.0129089575684547
1038.0,1.026595134645674
1039.0,1.0323191843444144
1040.0,1.0310591710407049
1041.0,1.0238244500905163
1042.0,1.0116581695964761
1043.0,0.9956868881695058
1044.0,0.977200812150434
1045.0,0.9577473953995299
1046.0,0.9392090018538722
1047.0,0.923819912782011
1048.0,0.9140477724564458
1049.0,0.9122928486440159
1050.0,0.9204598625461234
1051.0,0.9395149701276471
1052.0,0.9690343892759549
1053.0,1.0065984522534825
1054.0,1.0471773398247037
1055.0,1.0835714367701472
1056.0,1.1089631671472402
1057.0,1.1200372819210571
1058.0,1.117722992903094
1059.0,1.1055212506138072
1060.0,1.0875846107436444
1061.0,1.0676741583844462
1062.0,1.0488549766062656
1063.0,1.0335112448429902
1064.0,1.0234140492123995
1065.0,1.019730409028232
1066.0,1.0229493939599503
1067.0,1.0327887298618732
1068.0,1.0481754639966867
1069.0,1.0673862523140951
1070.0,1.0883343768705862
1071.0,1.1088209195922112
1072.0,1.1265432907206505
1073.0,1.138805909624117
1074.0,1.142247396474413
1075.0,1.1333299291918875
1076.0,1.1101785674692397
1077.0,1.0745376567604383
1078.0,1.0313623201797406
1079.0,0.9864279089425776
1080.0,0.9445196398840154
1081.0,0.9089841064706442
1082.0,0.8818435073850099
